plot,Spp,dist,azim,ht,crown w1,crown w2,crown area,herb cover,# planted
1.1.1,AMUT,3.2,157,2,25,25,625,,
1.1.1,PIPO,1.5,190,2,14,14,196,,
1.1.1,PIMO,2.2,243,1,12,13,156.25,,
1.1.1,ABCO,2.1,242,1,15,12,182.25,,
1.1.1,ABCO,3.8,253,1,25,20,506.25,,
1.1.1,PSME,4,252,1,15,14,210.25,,
1.1.1,ABCO,3.4,262,1,35,35,1225,,
1.1.1,AMUT,3.4,269,1,40,40,1600,,
1.1.1,ABCO,3.6,269,1,25,20,506.25,,
1.1.1,RIRO,3.8,269,1,25,25,625,,
1.1.1,AMUT,4,271,1,30,35,1056.25,,
1.1.1,PIMO,3,290,1,12,12,144,,
1.1.1,ABCO,3.8,305,3,50,45,2256.25,,
1.1.1,PSME,0.6,346,2,35,25,900,,
1.1.1,AMUT,3.3,355,3,55,120,7656.25,,
1.1.1,PSME,0.8,52,2,40,45,1806.25,,
1.1.1,gram,,,,,,0,1,
1.1.1,forb,,,,,,0,1,
1.1.2,QUCH,2,306,4,85,80,6806.25,,
1.1.2,PSME,3.2,304,4,110,90,10000,,
1.1.2,QUKE,3.4,321,1,25,25,625,,
1.1.2,PIMO,4.1,306,3,70,55,3906.25,,
1.1.2,CADE,4,317,3,55,35,2025,,
1.1.2,QUKE,3.1,248,1,15,15,225,,
1.1.2,PSME,3.2,240,1,8,6,49,,
1.1.2,QUCH,2.8,123,1,15,12,182.25,,
1.1.2,forb,,,,,,0,1,
1.1.2,gram,,,,,,0,1,
1.1.3,ABCO,0.6,104,3,75,50,3906.25,,
1.1.3,ABCO,3.1,125,4,140,80,12100,,
1.1.3,ABCO,3.7,125,3,40,60,2500,,
1.1.3,ABCO,3.1,214,3,60,90,5625,,
1.1.3,QUKE,3.1,206,1,10,10,100,,
1.1.3,QUKE,3.7,208,1,15,10,156.25,,
1.1.3,forb,,,,,,0,0,
1.1.3,gram,,,,,,0,0,
1.1.4,RHPU,3.3,160,3,60,80,4900,,
1.1.4,RHPU,2.6,172,2,60,70,4225,,
1.1.4,RHPU,0.7,20,1,20,10,225,,
1.1.4,QUKE,2,246,1,10,5,56.25,,
1.1.4,SYMO,3.8,220,1,5,10,56.25,,
1.1.4,QUKE,3.8,220,1,10,10,100,,
1.1.4,RHPU,4.1,220,3,80,90,7225,,
1.1.4,QUKE,3.8,228,1,15,10,156.25,,
1.1.4,RHPU,3.2,255,3,40,20,900,,
1.1.4,RHPU,3.2,260,4,40,60,2500,,
1.1.4,SYMO,3.4,260,1,5,5,25,,
1.1.4,RHPU,3.3,265,4,80,90,7225,,
1.1.4,RHPU,4,261,1,20,40,900,,
1.1.4,SYMO,3.8,267,1,5,10,56.25,,
1.1.4,SYMO,3.9,270,1,20,10,225,,
1.1.4,CHSE,3,278,2,15,15,225,,
1.1.4,RHPU,2.6,278,4,120,80,10000,,
1.1.4,QUKE,3.3,278,1,10,15,156.25,,
1.1.4,CHSE,3.2,284,2,15,10,156.25,,
1.1.4,QUKE,3.2,284,2,20,20,400,,
1.1.4,QUKE,3.2,284,1,10,12,121,,
1.1.4,QUKE,3,286,2,20,10,225,,
1.1.4,QUKE,3,287,1,10,10,100,,
1.1.4,RHPU,3.2,300,3,70,70,4900,,
1.1.4,QUKE,3,300,1,5,5,25,,
1.1.4,QUKE,4,305,1,10,15,156.25,,
1.1.4,RHPU,3.6,313,1,20,15,306.25,,
1.1.4,SYMO,3.7,315,1,5,10,56.25,,
1.1.4,RHPU,4,327,3,50,100,5625,,
1.1.4,SYMO,3.4,333,2,50,40,2025,,
1.1.4,SYMO,2.8,333,1,15,15,225,,
1.1.4,QUKE,3,333,1,10,10,100,,
1.1.4,RHPU,3.5,340,3,170,80,15625,,
1.1.4,NODE,3.7,344,1,10,15,156.25,,
1.1.4,SYMO,3.9,340,1,15,10,156.25,,
1.1.4,RHPU,1.8,333,2,50,30,1600,,
1.1.4,QUKE,2.4,340,1,9,14,132.25,,
1.1.4,RHPU,1.9,347,1,15,20,306.25,,
1.1.4,RHPU,1.6,350,1,10,10,100,,
1.1.4,QUKE,1.4,353,1,10,5,56.25,,
1.1.4,SYMO,2.4,8,1,3,5,16,,
1.1.4,QUKE,3.2,8,2,10,20,225,,
1.1.4,QUKE,3.7,6,1,3,10,42.25,,
1.1.4,RHPU,3.7,3,4,10,40,625,,
1.1.4,RHPU,3,25,3,95,110,10506.25,,
1.1.4,QUKE,2.6,32,1,6,10,64,,
1.1.4,RHPU,2.8,43,1,15,20,306.25,,
1.1.4,QUKE,3.4,25,1,10,5,56.25,,
1.1.4,QUKE,3.9,25,1,7,11,81,,
1.1.4,RHPU,4,66,1,20,25,506.25,,
1.1.4,QUKE,3.6,66,1,5,5,25,,
1.1.4,RHPU,3.6,81,1,20,15,306.25,,
1.1.4,QUKE,3.5,81,1,4,5,20.25,,
1.1.4,QUKE,3.3,83,1,10,10,100,,
1.1.4,QUKE,1.7,81,1,15,5,100,,
1.1.4,QUKE,1.8,80,1,10,10,100,,
1.1.4,RHPU,2.7,100,1,15,25,400,,
1.1.4,SYMO,3.1,100,1,10,10,100,,
1.1.4,SYMO,3.9,100,1,35,30,1056.25,,
1.1.4,ABCO,3.3,103,2,30,25,756.25,,
1.1.4,QUKE,3.4,112,1,2,5,12.25,,
1.1.4,ABCO,3.6,115,1,10,10,100,,
1.1.4,gram,,,,,,0,0,
1.1.4,forb,,,,,,0,0,
1.2.1,SYMO,0.8,50,1,40,30,1225,,
1.2.1,CONU,2.9,2.9,5,500,510,255025,,
1.2.1,RIRO,3.9,244,2,70,80,5625,,
1.2.1,forb,,,,,,0,2,
1.2.1,gram,,,,,,0,1,
1.2.2,,,,,,,0,,
1.2.2,gram,,,,,,0,1,
1.2.2,forbs,,,,,,0,1,
1.2.3,QUKE,3,289,2,30,50,1600,,
1.2.3,forb,,,,,,0,0,
1.2.3,gram,,,,,,0,0,
1.2.4,QUKE,4.1,360,1,13,16,210.25,,
1.2.4,RIRO,3.5,360,1,6,5,30.25,,
1.2.4,QUKE,2.6,360,1,20,30,625,,
1.2.4,QUKE,2.6,5,1,22,40,961,,
1.2.4,QUKE,2.7,35,2,30,26,784,,
1.2.4,QUKE,2.1,22,1,16,12,196,,
1.2.4,QUKE,1.5,23,1,12,14,169,,
1.2.4,QUKE,0.7,13,1,20,35,756.25,,
1.2.4,QUKE,1,48,1,20,14,289,,
1.2.4,QUKE,2.8,45,1,22,15,342.25,,
1.2.4,CECO,3.7,58,3,160,234,38809,,
1.2.4,QUKE,1.7,69,1,10,12,121,,
1.2.4,QUKE,1.5,73,1,22,20,441,,
1.2.4,QUKE,1.4,67,1,12,10,121,,
1.2.4,QUKE,1.9,95,1,18,18,324,,
1.2.4,QUKE,1.9,92,1,21,10,240.25,,
1.2.4,QUKE,1.5,92,1,11,20,240.25,,
1.2.4,QUKE,3.7,84,1,15,12,182.25,,
1.2.4,CECO,3.4,78,2,90,50,4900,,
1.2.4,QUKE,3.3,73,1,15,18,272.25,,
1.2.4,QUKE,2.9,73,1,11,18,210.25,,
1.2.4,QUKE,2.5,73,1,25,22,552.25,,
1.2.4,QUKE,2.9,112,1,17,16,272.25,,
1.2.4,QUKE,5.2,148,1,15,20,306.25,,
1.2.4,QUKE,2.3,137,1,18,15,272.25,,
1.2.4,QUKE,1.8,148,1,20,10,225,,
1.2.4,QUKE,1.8,135,1,10,10,100,,
1.2.4,QUKE,1.3,126,1,14,16,225,,
1.2.4,QUKE,1.6,153,1,20,25,506.25,,
1.2.4,QUKE,0.4,164,1,20,18,361,,
1.2.4,QUKE,4,189,1,8,12,100,,
1.2.4,QUKE,4.1,191,1,15,20,306.25,,
1.2.4,CECO,4,212,3,270,234,63504,,
1.2.4,QUKE,3.8,246,1,35,22,812.25,,
1.2.4,QUKE,3.7,260,1,13,15,196,,
1.2.4,CECO,3.1,290,2,100,115,11556.25,,
1.2.4,QUKE,1.9,267,1,20,17,342.25,,
1.2.4,QUKE,1.3,283,1,11,10,110.25,,
1.2.4,CECO,2.7,304,1,2,4,9,,
1.2.4,QUKE,1.5,315,1,30,27,812.25,,
1.2.4,QUKE,1.2,345,1,25,15,400,,
1.2.4,CECO,1.3,345,1,95,50,5256.25,,
1.2.4,QUKE,2.5,330,1,20,10,225,,
1.2.4,QUKE,2.6,330,1,10,12,121,,
1.2.4,CECO,2.6,333,1,65,65,4225,,
1.2.4,ARPA,3.3,326,1,5,12,72.25,,
1.2.4,QUKE,3.7,326,2,216,150,33489,,
1.2.4,CECO,4.1,348,3,150,180,27225,,
1.2.4,ARPA,3.9,5,1,7,5,36,,
1.2.4,ARPA,3.8,5,1,5,5,25,,
1.2.4,CECO,3.1,3,1,20,5,156.25,,
1.2.4,forb,,,,,,0,1,
1.2.4,gram,,,,,,0,1,
1.2.5,CEIN,3.3,4,1,30,30,900,,
1.2.5,CEIN,3.4,19,2,7,40,552.25,,
1.2.5,CEIN,1.8,10,1,11,6,72.25,,
1.2.5,CEIN,3.9,20,1,8,10,81,,
1.2.5,CEIN,4,23,1,10,20,225,,
1.2.5,RIRO,1.8,39,1,3,3,9,,
1.2.5,CEIN,1.4,5,1,3,3,9,,
1.2.5,CECO,3.1,6,1,8,6,49,,
1.2.5,CEPR,3.6,27,1,4,5,20.25,,
1.2.5,CEIN,1.1,15,1,3,4,12.25,,
1.2.5,CEIN,2.7,82,1,22,17,380.25,,
1.2.5,CEIN,2.7,63,1,12,15,182.25,,
1.2.5,CEIN,1.1,71,1,8,8,64,,
1.2.5,RIRO,1.4,101,1,3,5,16,,
1.2.5,CEIN,2.8,104,1,12,12,144,,
1.2.5,CEIN,2.7,107,1,14,15,210.25,,
1.2.5,ARPA,3.5,113,1,6,8,49,,
1.2.5,RIRO,3.5,115,1,5,6,30.25,,
1.2.5,CEIN,3.6,115,1,12,17,210.25,,
1.2.5,RIRO,3.6,117,1,3,3,9,,
1.2.5,RIRO,3.6,120,1,5,5,25,,
1.2.5,CEIN,3.8,117,1,17,20,342.25,,
1.2.5,CEIN,3.1,121,1,14,12,169,,
1.2.5,RIRO,3.7,136,1,3,6,20.25,,
1.2.5,ARPA,4,140,1,5,8,42.25,,
1.2.5,CEIN,3.1,142,1,17,22,380.25,,
1.2.5,CEIN,1,151,1,9,20,210.25,,
1.2.5,RIRO,3.1,184,1,3,4,12.25,,
1.2.5,ARPA,3.3,196,1,4,4,16,,
1.2.5,ARPA,3.1,191,1,5,3,16,,
1.2.5,RIRO,2.7,191,1,8,8,64,,
1.2.5,CEIN,0.1,216,1,7,10,72.25,,
1.2.5,ARPA,0.4,220,1,3,5,16,,
1.2.5,CEIN,2.2,255,1,5,4,20.25,,
1.2.5,ARPA,1.2,255,1,4,6,25,,
1.2.5,CEIN,2,260,1,12,14,169,,
1.2.5,ARPA,0.4,292,1,4,6,25,,
1.2.5,CEPR,3,0,1,8,13,110.25,,
1.2.5,gram,,,,,,0,1,
1.2.5,forb,,,,,,0,1,
1.2.6,SYMO,1.7,180,1,45,30,1406.25,,
1.2.6,SYMO,1.4,153,1,12,8,100,,
1.2.6,SYMO,2.1,164,1,8,10,81,,
1.2.6,SYMO,3.9,166,1,25,25,625,,
1.2.6,SYMO,3.1,170,1,20,20,400,,
1.2.6,CEIN,2.3,222,1,12,15,182.25,,
1.2.6,CEIN,3.1,31,1,10,8,81,,
1.2.6,SYMO,4.1,123,1,25,25,625,,
1.2.6,forb,,,,,,0,0,
1.2.6,gram,,,,,,0,0,
1.3.1,CEIN,0.7,281,1,50,20,1225,,
1.3.1,CEIN,1.6,273,1,25,30,756.25,,
1.3.1,CEIN,1.9,269,1,40,50,2025,,
1.3.1,CEIN,2.7,275,2,80,70,5625,,
1.3.1,CEIN,2.7,270,3,85,60,5256.25,,
1.3.1,CEIN,3.6,269,3,90,80,7225,,
1.3.1,CEIN,3.3,250,2,60,55,3306.25,,
1.3.1,CEIN,2.7,250,1,20,5,156.25,,
1.3.1,RIRO,2.8,245,1,10,15,156.25,,
1.3.1,RIRO,2.6,243,1,10,15,156.25,,
1.3.1,CEIN,2.5,235,1,10,20,225,,
1.3.1,CEIN,2.8,235,1,30,15,506.25,,
1.3.1,CEIN,4,240,2,50,30,1600,,
1.3.1,CEIN,3.2,200,3,85,75,6400,,
1.3.1,RIRO,3.6,172,1,5,5,25,,
1.3.1,CEIN,2.2,185,1,10,30,400,,
1.3.1,CEIN,3.9,151,1,10,20,225,,
1.3.1,CEIN,4,143,1,10,30,400,,
1.3.1,CEIN,4,141,1,10,30,400,,
1.3.1,CEIN,4,140,1,10,30,400,,
1.3.1,RIRO,3.6,130,1,10,10,100,,
1.3.1,CEIN,3.1,130,1,10,10,100,,
1.3.1,CEIN,4,130,1,5,8,42.25,,
1.3.1,CEIN,0.8,135,1,15,20,306.25,,
1.3.1,QUKE,3,105,1,25,20,506.25,,
1.3.1,QUKE,2.5,100,1,5,10,56.25,,
1.3.1,PILA,3.6,105,1,5,5,25,,
1.3.1,CEIN,3.3,95,2,120,80,10000,,
1.3.1,QUKE,3.4,90,1,12,14,169,,
1.3.1,ABCO,3.6,80,3,55,35,2025,,
1.3.1,PILA,3.8,90,1,10,10,100,,
1.3.1,CEIN,3.6,72,1,4,3,12.25,,
1.3.1,ABCO,3.3,62,3,65,60,3906.25,,
1.3.1,CEIN,3.6,61,2,120,75,9506.25,,
1.3.1,ABCO,3.2,47,2,45,60,2756.25,,
1.3.1,CEIN,3.4,46,3,110,75,8556.25,,
1.3.1,CEIN,3.5,29,4,220,210,46225,,
1.3.1,ARPA,3.5,1,2,25,15,400,,
1.3.1,CEIN,2.4,354,1,10,40,625,,
1.3.1,CEIN,3,335,1,35,15,625,,
1.3.1,CEIN,1.8,335,1,10,5,56.25,,
1.3.1,CEIN,1.9,324,2,50,40,2025,,
1.3.1,CEIN,3,324,2,40,30,1225,,
1.3.1,RIRO,1.6,314,1,10,15,156.25,,
1.3.1,CEIN,1.3,314,1,15,15,225,,
1.3.1,CEIN,1,295,1,40,30,1225,,
1.3.1,CEIN,2.7,295,1,5,5,25,,
1.3.1,CEIN,3.3,300,1,45,30,1406.25,,
1.3.1,CEIN,3.2,310,2,20,30,625,,
1.3.1,gram,,,,,,0,1,
1.3.1,forb,,,,,,0,1,
1.3.2,CEIN,3.5,270,2,17,27,484,,
1.3.2,CEIN,3.9,283,1,8,12,100,,
1.3.2,CEIN,3.9,288,1,20,30,625,,
1.3.2,CEIN,4.1,290,1,10,25,306.25,,
1.3.2,CEIN,4.1,293,1,20,25,506.25,,
1.3.2,CEIN,3.5,288,1,17,25,441,,
1.3.2,CEIN,3.3,287,1,8,12,100,,
1.3.2,CEIN,3.9,296,1,20,40,900,,
1.3.2,CEIN,3.6,302,2,25,40,1056.25,,
1.3.2,CEIN,3.8,305,1,10,30,400,,
1.3.2,CEIN,2.9,302,1,8,12,100,,
1.3.2,CEIN,3,302,1,8,15,132.25,,
1.3.2,CEIN,2.9,302,1,10,12,121,,
1.3.2,CEIN,2.7,300,1,15,20,306.25,,
1.3.2,CEIN,2.5,297,1,10,15,156.25,,
1.3.2,CEIN,2.8,301,1,15,20,306.25,,
1.3.2,CEIN,3.1,301,1,10,12,121,,
1.3.2,CEIN,3.1,305,1,15,15,225,,
1.3.2,CEIN,3,306,1,15,10,156.25,,
1.3.2,CEIN,3.5,308,1,30,30,900,,
1.3.2,CEIN,3.6,314,1,10,20,225,,
1.3.2,CEIN,3,314,1,12,15,182.25,,
1.3.2,CEIN,3.1,315,1,10,10,100,,
1.3.2,CEIN,3.5,319,1,12,15,182.25,,
1.3.2,CEIN,3.8,320,1,12,15,182.25,,
1.3.2,CEIN,4.1,320,1,15,15,225,,
1.3.2,CEIN,4,323,2,40,35,1406.25,,
1.3.2,CEIN,3.7,323,1,35,45,1600,,
1.3.2,CEIN,3.2,328,1,8,12,100,,
1.3.2,CEIN,3.1,327,1,20,12,256,,
1.3.2,CEIN,3,327,1,12,15,182.25,,
1.3.2,CEIN,2.7,326,1,10,10,100,,
1.3.2,CEIN,2.7,327,1,4,8,36,,
1.3.2,CEIN,2.3,328,1,10,10,100,,
1.3.2,CEIN,2.7,328,1,6,6,36,,
1.3.2,CEIN,2.9,330,1,10,14,144,,
1.3.2,CEIN,3.2,330,1,6,10,64,,
1.3.2,CEIN,3.7,336,2,35,30,1056.25,,
1.3.2,CEIN,3,336,1,15,20,306.25,,
1.3.2,CEIN,3.2,336,1,12,20,256,,
1.3.2,CEIN,2.1,336,1,12,15,182.25,,
1.3.2,CEIN,1.9,340,1,12,14,169,,
1.3.2,CEIN,1.8,344,1,35,30,1056.25,,
1.3.2,CEIN,3.6,341,2,40,15,756.25,,
1.3.2,CEIN,3.5,342,2,55,30,1806.25,,
1.3.2,CEIN,3,2,1,40,30,1225,,
1.3.2,CEIN,4,359,1,35,40,1406.25,,
1.3.2,CEIN,0.4,13,2,40,30,1225,,
1.3.2,CEIN,2.4,13,1,25,20,506.25,,
1.3.2,CEIN,2.4,16,1,40,40,1600,,
1.3.2,CEIN,3.5,54,1,25,30,756.25,,
1.3.2,CEIN,2,53,1,8,12,100,,
1.3.2,CEIN,3.3,65,1,12,15,182.25,,
1.3.2,CEIN,2.9,67,2,12,20,256,,
1.3.2,CEIN,4,67,1,15,25,400,,
1.3.2,CEIN,3.8,70,1,15,15,225,,
1.3.2,CEIN,2.5,125,1,8,12,100,,
1.3.2,CEIN,3.7,146,1,12,20,256,,
1.3.2,forb,,,,,,0,1,
1.3.2,gram,,,,,,0,0,
1.3.3,CEIN,3.8,164,3,27,22,600.25,,
1.3.3,CEIN,1.7,111,1,6,8,49,,
1.3.3,CEIN,4,184,1,6,8,49,,
1.3.3,CEIN,2.8,310,1,3,2,6.25,,
1.3.3,CEIN,3.9,55,1,20,25,506.25,,
1.3.3,forb,,,,,,0,0,
1.3.3,gram,,,,,,0,0,
1.3.4,CEIN,1.7,263,1,20,10,225,,
1.3.4,CEIN,0.9,273,2,35,40,1406.25,,
1.3.4,CEIN,1.8,276,1,30,25,756.25,,
1.3.4,CEIN,2.5,288,1,18,10,196,,
1.3.4,CEIN,3,287,2,35,45,1600,,
1.3.4,CEIN,3.9,299,2,70,50,3600,,
1.3.4,CEIN,2.9,299,1,90,30,3600,,
1.3.4,CEIN,1.4,311,3,45,35,1600,,
1.3.4,CEIN,2.6,311,2,60,50,3025,,
1.3.4,CEIN,3.4,313,2,80,70,5625,,
1.3.4,CEIN,2.3,314,2,12,18,225,,
1.3.4,CEIN,2.6,320,1,18,8,169,,
1.3.4,CEIN,2.9,329,1,10,8,81,,
1.3.4,CEIN,2.5,330,2,18,30,576,,
1.3.4,CEIN,2.8,330,2,18,30,576,,
1.3.4,CEIN,3.2,332,2,25,25,625,,
1.3.4,CEIN,3.3,332,1,10,25,306.25,,
1.3.4,CEIN,3.8,333,1,35,20,756.25,,
1.3.4,CEIN,4,334,2,12,8,100,,
1.3.4,CEIN,3.9,349,2,65,50,3306.25,,
1.3.4,CEIN,4.1,1,2,70,80,5625,,
1.3.4,CEIN,3.3,3,2,30,20,625,,
1.3.4,CEIN,2.9,351,1,70,30,2500,,
1.3.4,CEIN,2.3,14,3,60,75,4556.25,,
1.3.4,CEIN,1.2,27,1,40,20,900,,
1.3.4,CEIN,0.8,27,1,12,30,441,,
1.3.4,CEIN,1.1,61,2,30,90,3600,,
1.3.4,CEIN,2.9,62,2,12,35,552.25,,
1.3.4,CEIN,2.3,77,2,65,60,3906.25,,
1.3.4,CEIN,1.8,80,2,12,10,121,,
1.3.4,CEIN,3.8,87,1,12,10,121,,
1.3.4,CEIN,2.6,102,1,10,25,306.25,,
1.3.4,CEIN,3.2,111,1,18,10,196,,
1.3.4,CEIN,3.3,120,1,8,12,100,,
1.3.4,CEIN,2.5,121,1,30,40,1225,,
1.3.4,CEIN,2.1,121,1,10,18,196,,
1.3.4,CEIN,1.1,121,2,15,30,506.25,,
1.3.4,CEIN,3.1,140,2,60,30,2025,,
1.3.4,CEIN,4.1,153,1,10,15,156.25,,
1.3.4,CEIN,3.8,164,1,10,30,400,,
1.3.4,CEIN,4,170,2,45,6,650.25,,
1.3.4,CEIN,3.5,177,2,30,40,1225,,
1.3.4,CEIN,2.1,172,1,25,20,506.25,,
1.3.4,CEIN,2,177,2,40,40,1600,,
1.3.4,forb,,,,,,0,2,
1.3.4,gram,,,,,,0,2,
1.3.5,CEIN,1.5,180,1,12,9,110.25,,
1.3.5,CEIN,1.4,190,2,20,25,506.25,,
1.3.5,CEIN,1,230,2,35,50,1806.25,,
1.3.5,CEIN,2.1,289,2,45,20,1056.25,,
1.3.5,CEIN,2.2,296,2,40,45,1806.25,,
1.3.5,CEIN,1.8,320,1,15,15,225,,
1.3.5,CEIN,2.6,320,2,30,15,506.25,,
1.3.5,CEIN,2.9,320,1,30,20,625,,
1.3.5,CEIN,3.9,311,1,30,15,506.25,,
1.3.5,CEIN,4,353,1,12,12,144,,
1.3.5,CEIN,3.7,8,1,15,20,306.25,,
1.3.5,CEIN,3.6,25,1,20,25,506.25,,
1.3.5,CEIN,3.1,26,1,10,12,121,,
1.3.5,CEIN,1.2,61,1,3,4,12.25,,
1.3.5,forb,,,,,,0,0,
1.3.5,gram,,,,,,0,0,
1.3.6,CEIN,1.2,113,3,100,130,13225,,
1.3.6,CEIN,2.8,111,2,30,25,756.25,,
1.3.6,CEIN,3.6,109,2,35,25,900,,
1.3.6,CEIN,1.3,148,2,20,18,361,,
1.3.6,CEIN,1.8,147,2,20,16,324,,
1.3.6,CEIN,2.4,148,2,35,20,756.25,,
1.3.6,CEIN,3.3,168,2,45,40,1806.25,,
1.3.6,CEIN,2.7,172,3,50,130,8100,,
1.3.6,CEIN,1.5,189,2,65,95,6400,,
1.3.6,CEIN,2.6,221,2,12,15,182.25,,
1.3.6,CEIN,1.3,260,3,60,40,2500,,
1.3.6,CEIN,2,272,1,25,30,756.25,,
1.3.6,CEIN,2.2,270,1,20,15,306.25,,
1.3.6,CEIN,2.2,280,1,20,20,400,,
1.3.6,CEIN,2.6,273,2,25,30,756.25,,
1.3.6,CEIN,2.9,271,2,20,20,400,,
1.3.6,CEIN,3.5,270,1,35,15,625,,
1.3.6,CEIN,4,280,2,35,60,2256.25,,
1.3.6,CEIN,3.6,287,3,40,55,2256.25,,
1.3.6,CEIN,2.1,287,3,90,40,4225,,
1.3.6,CEIN,3.9,300,2,95,55,5625,,
1.3.6,CEIN,2.8,320,1,35,45,1600,,
1.3.6,CEIN,3.2,320,1,35,20,756.25,,
1.3.6,CEIN,4,325,3,65,65,4225,,
1.3.6,CEIN,3.1,334,3,60,40,2500,,
1.3.6,CEIN,2.2,334,3,45,50,2256.25,,
1.3.6,CEIN,1.1,334,2,75,85,6400,,
1.3.6,CEIN,0.4,334,2,25,70,2256.25,,
1.3.6,CEIN,1.6,351,2,25,25,625,,
1.3.6,CEIN,2.6,344,2,70,65,4556.25,,
1.3.6,CEIN,2.5,1,1,20,16,324,,
1.3.6,CEIN,2.5,10,2,25,40,1056.25,,
1.3.6,CEIN,2,36,3,75,65,4900,,
1.3.6,QUGA,4,29,2,45,65,3025,,
1.3.6,forb,,,,,,0,1,
1.3.6,gram,,,,,,0,1,
1.4.1,CEIN,1.4,233,3,70,90,6400,,
1.4.1,CEIN,0.9,263,2,30,50,1600,,
1.4.1,CEIN,2.9,274,4,360,320,115600,,
1.4.1,CEIN,0.6,312,3,190,50,14400,,
1.4.1,CEIN,1.3,323,3,130,110,14400,,
1.4.1,CEIN,2.7,323,3,35,40,1406.25,,
1.4.1,CEIN,3.4,320,3,40,35,1406.25,,
1.4.1,CEIN,3.6,328,3,120,90,11025,,
1.4.1,CEIN,3.2,325,4,210,230,48400,,
1.4.1,CEIN,2,8,4,200,230,46225,,
1.4.1,CEIN,1.9,39,4,280,160,48400,,
1.4.1,CEIN,3.6,70,4,350,420,148225,,
1.4.1,CEIN,3.9,103,4,150,200,30625,,
1.4.1,CEIN,2.2,125,4,140,175,24806.25,,
1.4.1,CEIN,2,90,4,160,120,19600,,
1.4.1,CEIN,1.1,92,3,70,110,8100,,
1.4.1,CEIN,0.5,90,3,90,40,4225,,
1.4.1,CEIN,1.4,110,3,220,60,19600,,
1.4.1,CEIN,1.3,134,2,50,90,4900,,
1.4.1,CEIN,1.7,155,2,25,30,756.25,,
1.4.1,CEIN,1.8,152,2,17,25,441,,
1.4.1,CEIN,2.1,152,2,30,25,756.25,,
1.4.1,CEIN,2.1,154,2,30,25,756.25,,
1.4.1,CEIN,2.6,150,2,40,60,2500,,
1.4.1,CEIN,3.7,140,4,90,110,10000,,
1.4.1,CEIN,0.5,193,3,70,80,5625,,
1.4.1,CEIN,2.9,190,2,40,40,1600,,
1.4.1,CEIN,3.3,196,2,40,30,1225,,
1.4.1,forb,,,,,,0,0,
1.4.1,gram,,,,,,0,0,
1.4.2,CEIN,0.8,260,2,80,90,7225,,
1.4.2,CEIN,3.6,251,1,35,35,1225,,
1.4.2,RICE,4,253,1,35,30,1056.25,,
1.4.2,CEIN,3.3,329,3,65,85,5625,,
1.4.2,ARPA,3,329,3,95,95,9025,,
1.4.2,CEIN,3.6,344,2,45,55,2500,,
1.4.2,RICE,3.5,346,1,20,22,441,,
1.4.2,CEIN,2.9,359,4,220,210,46225,,
1.4.2,CEIN,3.9,25,1,25,30,756.25,,
1.4.2,CEIN,3.6,25,1,30,30,900,,
1.4.2,CEIN,2.5,95,3,130,160,21025,,
1.4.2,ARPA,3.3,131,2,50,55,2756.25,,
1.4.2,CEIN,1.8,162,4,160,170,27225,,
1.4.2,ARPA,2.7,173,1,22,25,552.25,,
1.4.2,RICE,2.9,175,1,15,17,256,,
1.4.2,ARPA,3.9,178,1,10,15,156.25,,
1.4.2,QUKE,2.8,209,4,135,110,15006.25,,
1.4.2,forb,,,,,,0,1,
1.4.2,gram,,,,,,0,2,
1.4.3,CEIN,1.1,173,2,35,55,2025,,
1.4.3,CEPR,1.2,183,1,85,130,11556.25,,
1.4.3,CEIN,1.1,192,2,25,30,756.25,,
1.4.3,CEIN,1.4,192,2,55,100,6006.25,,
1.4.3,CEIN,2.2,196,3,75,70,5256.25,,
1.4.3,CEIN,2.6,196,3,45,65,3025,,
1.4.3,CEPR,2.5,193,1,95,75,7225,,
1.4.3,CEIN,2,205,3,75,80,6006.25,,
1.4.3,CEIN,4,224,3,85,150,13806.25,,
1.4.3,CEIN,2.5,242,4,160,115,18906.25,,
1.4.3,CEPR,1.7,248,1,25,20,506.25,,
1.4.3,CEPR,1.1,247,1,30,30,900,,
1.4.3,CEPR,1.2,271,1,25,20,506.25,,
1.4.3,CEIN,1.1,271,3,110,160,18225,,
1.4.3,CEIN,2.9,252,4,120,120,14400,,
1.4.3,CEIN,2.1,271,3,110,110,12100,,
1.4.3,CEPR,2,273,1,30,30,900,,
1.4.3,CEIN,2.7,272,4,100,85,8556.25,,
1.4.3,CEIN,4,270,4,170,230,40000,,
1.4.3,CEIN,2.9,279,1,40,35,1406.25,,
1.4.3,CEIN,3.1,301,4,170,190,32400,,
1.4.3,CEPR,2.6,317,1,30,35,1056.25,,
1.4.3,CEIN,3.1,337,3,65,55,3600,,
1.4.3,CEIN,3.9,337,4,110,90,10000,,
1.4.3,CEIN,2.9,346,2,35,40,1406.25,,
1.4.3,CEIN,4,2,4,200,225,45156.25,,
1.4.3,CEIN,3.5,25,4,60,60,3600,,
1.4.3,CEIN,0.9,335,3,80,95,7656.25,,
1.4.3,CEIN,0.4,2,2,25,30,756.25,,
1.4.3,CEIN,2,6,4,130,180,24025,,
1.4.3,QUSH,2.7,33,4,160,160,25600,,
1.4.3,CEIN,3.3,40,4,40,105,5256.25,,
1.4.3,CEIN,3.4,51,4,70,65,4556.25,,
1.4.3,CEIN,3.4,57,4,110,120,13225,,
