"CEIN","RIRO","QUKE","ARPA","CECO","ABCO","PILA","CEPR","PIPO","PSME","SYMO","CEVE"
0.992277689307392,0.00676221468300676,0,0,0,0,0.00096009600960096,0,0,0,0,0
0.703878852954781,0.00579017468741352,0,0.290330972357806,0,0,0,0,0,0,0,0
0,0,0.234432234432234,0,0,0.692307692307692,0.0586080586080586,0,0,0.0146520146520147,0,0
0,0,0,0.000530178769653893,0.878833441025896,0,0.12063638020445,0,0,0,0,0
0,0,0.00188858635813711,0,0.961974388800087,0.000839371714727606,0,0.0329660650305827,0,0.00233158809646557,0,0
0.882605542679199,0.0709948830869672,0,0.0267972674587488,0,0,0,0.00497675146103204,0,0,0,0.0146255553140533
0.845722777976844,0.154277222023156,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0.598155296698071,0.0164599068792414,0,0.000758213576026379,0,0,0,0,0,0,0.384626582846661,0
0.940390315240305,0,0.0447007514935912,0,0,0,0.00300113682244173,0.0119077964436622,0,0,0,0
0,0,0,0,0.999326636982774,0,0,0,0.000673363017225511,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0.961196087308168,0.0322051874195665,0,0,0,0,0.000367514280918252,0.00623121099134752,0,0,0,0
0,0,0,0.00623229510628974,0.99376770489371,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0.258996068944663,0,0,0.741003931055337,0,0,0,0,0,0,0
0,0,0,0.0464023776424908,0.953597622357509,0,0,0,0,0,0,0
0,0.17053071712887,0,0.0287731480374481,0.368551347715125,0.151738902412003,0.0826403069560879,0,0,0.197765577750466,0,0
0,0.0162092997265798,0.0223179321231898,0.0434811920090528,0,0,0,0,0,0,0,0.917991576141178
1,0,0,0,0,0,0,0,0,0,0,0
0.874836018702277,0,0,0.125163981297723,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0.838989363948536,0.00314566588195546,0.000255136360806353,0.146463945008971,0,0.0111458887997315,0,0,0,0,0,0
0.36550389128116,0.0885710899537787,0.01912060996326,0,0.464780942598665,0,0,0,0,0,0,0.0620234662031367
