"CEIN","RIRO","ARPA","CECO","CEPR","SYMO","CEVE"
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0.821167883211679,0,0,0,0.178832116788321,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.000194153882195126,0.000855239828181837,0.998950606289623,0,0,0
0.888216913617579,0.0374458219937506,0.0381513960286261,0.00987803648825723,0.0263078318717871,0,0
0.0752035423510927,0,0,0,0,0.924796457648907,0
0.991714313705463,0.00495056728289939,0.00333511901163748,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0.9002384261478,0,0.0997615738521997,0,0,0,0
0.935631129458533,0,0.00856213004827119,0,0.0558067404931962,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,1,0,0
1,0,0,0,0,0,0
0,0,0,0,0,1,0
0,0,0,0,0,0,0
0.894255874673629,0.105744125326371,0,0,0,0,0
0.642039788965114,0.301770215157021,0,0.0561899958778651,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.00380038089985436,0,0.996199619100146,0,0
0,0,0,0,0,1,0
0.952293809906789,0.0098143945198676,0,0,0.000251679822996377,0.037640115750347,0
0,0,0,0,0,0,0
0,0,0.285243407707911,0.322008113590264,0.392748478701826,0,0
0,0,0,1,0,0,0
0,0,0,0,0,0,0
0.868270207517051,0.00600207431688392,0.000777868831468155,0,0.0778935866902268,0,0.0470562626443699
0,0,0.24587896684484,0.7211029292665,0,0.0330181038886605,0
0,0.0550622042203869,0.19791741379847,0.747020381981143,0,0,0
0,0.000989580301530939,0.00983759240933698,0.989172827289132,0,0,0
0.987721309387339,0.00919628072856961,0,0,0.0030824098840912,0,0
0.990822686731637,0.00917731326836324,0,0,0,0,0
0,0.445150594086764,0.18581893434768,0.355867084477315,0.0101532690939662,0.00301011799427372,0
0,0.0121742441858506,0.0437110129308166,0.944114742883333,0,0,0
0.995388819310031,0,0,0,0.00461118068996926,0,0
0,0,0,0,0,0,0
0.887508203324519,0.0076577125034364,0.104834084172044,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,0,0,0
0,0.00248067736843184,0.823994915636468,0.1735244069951,0,0,0
0,0,0.431321029472285,0.568678970527715,0,0,0
1,0,0,0,0,0,0
0.993231286702366,0.00676871329763395,0,0,0,0,0
0.703878852954781,0.00579017468741352,0.290330972357806,0,0,0,0
0,0,0,0,0,0,0
0,0,0.000602911875950882,0.999397088124049,0,0,0
0,0,0,0.966866293451374,0.0331337065486265,0,0
0.882605542679199,0.0709948830869672,0.0267972674587488,0,0.00497675146103204,0,0.0146255553140533
0.845722777976844,0.154277222023156,0,0,0,0,0
1,0,0,0,0,0,0
0.598155296698071,0.0164599068792414,0.000758213576026379,0,0,0.384626582846661,0
0.987495726078249,0,0,0,0.0125042739217506,0,0
0,0,0,1,0,0,0
1,0,0,0,0,0,0
0.961549470470375,0.032217027637312,0,0,0.00623350189231307,0,0
0,0,0.00623229510628974,0.99376770489371,0,0,0
0,0,0,1,0,0,0
1,0,0,0,0,0,0
0,0.258996068944663,0,0.741003931055337,0,0,0
0,0,0.0464023776424908,0.953597622357509,0,0,0
0,0.300306686036311,0.0506698668687847,0.649023447094904,0,0,0
0,0.0165793157705969,0.0444737542373862,0,0,0,0.938946929992017
1,0,0,0,0,0,0
0.874836018702277,0,0.125163981297723,0,0,0,0
1,0,0,0,0,0,0
0.848665015139004,0.00318194329755023,0.148153041563446,0,0,0,0
0.37262878086109,0.0902976358290708,0,0.473841072938902,0,0,0.0632325103709372
0.985656766132627,0.00337188616828149,0.010971347699092,0,0,0,0
0,0,0.40745101797719,0.59254898202281,0,0,0
0.890480718352277,0.0962577198866402,0.0132615617610824,0,0,0,0
0.0300734628761595,0,0,0.931621200880011,0.0383053362438298,0,0
0,0.0926814175817336,0,0.907318582418266,0,0,0
0.987860325941135,0,0.000328099298888254,0,0.0118115747599771,0,0
0.948244705183785,0.00256068854574703,0.0491946062704681,0,0,0,0
0.997903043688658,0.00209695631134218,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0.986995887298433,0.0130041127015671,0,0
0,0,0,1,0,0,0
0,0,0,1,0,0,0
0.258497316636851,0.0724508050089445,0,0,0,0,0.669051878354204
0.297064238241901,0,0.000283676446749878,0.702652085311349,0,0,0
0.00105028396566479,0,0.221869246129509,0.777080469904826,0,0,0
